personnel_id,rank,terrain,consecutive_field_days,duty_hours_5d,night_shifts_5d,leave_denial_ratio,sleep_hrs_5d_avg,self_reported_energy,self_reported_stress,survey_latency_sec,delta_rhr,masking_index,risk_label
PERS_4547,Head Constable,High Altitude (Ladakh/Sikkim),49,47.5,1,0.13,7.7,5,3,11.8,1.7,0.1,0
PERS_4548,Constable,Dense Forest (Bastar),49,50.1,2,0.4,6.6,4,4,92.6,7.2,0.17,0
PERS_4549,Head Constable,Border Outpost (Thar),43,54.3,1,0.1,6.0,3,2,41.7,8.0,0.07,1
PERS_4550,ASI,High Altitude (Ladakh/Sikkim),84,64.4,2,0.26,5.5,4,8,75.3,13.0,0.1,2
PERS_4551,Constable,Border Outpost (Thar),90,52.3,1,0.23,6.0,2,4,13.6,8.0,0.17,1
PERS_4552,Head Constable,High Altitude (Ladakh/Sikkim),62,39.2,1,0.32,7.5,5,2,43.0,1.3,0.02,0
PERS_4553,Head Constable,Peace Station (HQ),39,65.6,3,0.08,4.0,2,6,19.2,11.7,0.24,2
PERS_4554,Constable,High Altitude (Ladakh/Sikkim),30,41.2,1,0.34,7.2,4,1,9.8,4.3,0.03,0
PERS_4555,Head Constable,Counter-Insurgency (J&K),36,49.1,1,0.26,6.4,5,2,24.4,3.0,0.21,0
PERS_4556,Constable,Peace Station (HQ),55,54.1,2,0.38,6.2,4,5,39.3,8.2,0.04,1
PERS_4557,Head Constable,Border Outpost (Thar),35,50.5,1,0.12,7.8,4,2,39.1,4.8,0.04,0
PERS_4558,Constable,Peace Station (HQ),89,42.8,2,0.07,6.5,3,4,28.8,8.5,0.08,0
PERS_4559,Head Constable,Peace Station (HQ),18,58.4,3,0.22,3.9,4,6,23.2,10.7,0.13,2
PERS_4560,Constable,Border Outpost (Thar),48,25.0,2,0.45,7.6,5,1,27.1,1.2,0.2,0
PERS_4561,ASI,Border Outpost (Thar),18,59.6,0,0.25,6.3,5,2,29.7,2.6,0.01,0
PERS_4562,Constable,Counter-Insurgency (J&K),20,61.6,2,0.19,3.9,3,7,42.4,11.6,0.01,1
PERS_4563,Constable,Border Outpost (Thar),32,60.2,0,0.26,5.8,3,2,15.5,5.2,0.01,1
PERS_4564,Head Constable,Dense Forest (Bastar),23,47.3,1,0.23,7.1,5,1,47.4,2.9,0.08,0
PERS_4565,Head Constable,Dense Forest (Bastar),64,55.7,3,0.41,5.8,3,8,47.8,10.7,0.2,2
PERS_4566,Head Constable,Counter-Insurgency (J&K),6,41.9,0,0.41,8.0,5,1,13.5,-1.1,0.09,0
PERS_4567,Head Constable,High Altitude (Ladakh/Sikkim),27,51.4,0,0.53,7.8,4,1,22.4,5.4,0.13,0
PERS_4568,ASI,High Altitude (Ladakh/Sikkim),22,56.5,1,0.29,5.9,3,3,47.8,8.7,0.08,1
PERS_4569,ASI,Dense Forest (Bastar),21,39.1,5,0.28,4.7,4,5,13.9,8.3,0.06,2
PERS_4570,Constable,Border Outpost (Thar),61,52.8,1,0.1,5.3,3,2,14.0,7.9,0.66,1
PERS_4571,Head Constable,Counter-Insurgency (J&K),59,49.1,1,0.47,6.5,5,4,104.3,3.5,0.13,1
PERS_4572,ASI,High Altitude (Ladakh/Sikkim),70,66.7,2,0.07,4.6,2,7,19.2,11.3,0.18,1
PERS_4573,Inspector,High Altitude (Ladakh/Sikkim),77,46.3,2,0.61,5.7,4,7,10.3,9.2,0.06,2
PERS_4574,Sub-Inspector,Peace Station (HQ),44,58.7,2,0.32,4.5,2,7,65.0,11.7,0.19,2
PERS_4575,Constable,Dense Forest (Bastar),14,48.9,4,0.25,4.9,4,5,13.0,8.6,0.02,1
PERS_4576,Constable,Border Outpost (Thar),26,49.4,1,0.63,6.0,4,4,47.8,5.2,0.19,1
PERS_4577,Head Constable,Counter-Insurgency (J&K),36,58.2,1,0.04,5.5,4,2,60.1,7.7,0.05,0
PERS_4578,Head Constable,High Altitude (Ladakh/Sikkim),34,47.6,1,0.65,7.6,5,1,42.7,1.1,0.05,0
PERS_4579,Head Constable,Peace Station (HQ),61,55.1,2,0.28,5.7,3,4,51.5,8.5,0.22,1
PERS_4580,Head Constable,Dense Forest (Bastar),36,62.7,1,0.12,5.6,3,3,29.2,8.9,0.05,1
PERS_4581,ASI,Dense Forest (Bastar),8,41.0,3,0.35,6.6,5,2,35.0,8.0,0.08,0
PERS_4582,Constable,Counter-Insurgency (J&K),58,56.5,4,0.13,4.4,2,7,30.7,14.5,0.04,2
PERS_4583,ASI,High Altitude (Ladakh/Sikkim),14,58.2,0,0.35,6.7,4,2,25.8,7.4,0.21,0
PERS_4584,Constable,Counter-Insurgency (J&K),24,55.1,4,0.24,5.2,3,6,47.8,12.9,0.17,2
PERS_4585,Constable,Counter-Insurgency (J&K),26,63.4,1,0.31,5.1,4,4,46.4,10.5,0.61,1
PERS_4586,Head Constable,Peace Station (HQ),36,50.4,1,0.09,6.3,4,1,30.6,5.2,0.03,0
PERS_4587,ASI,Dense Forest (Bastar),31,57.8,3,0.22,4.2,3,7,58.8,10.1,0.06,2
PERS_4588,Constable,Border Outpost (Thar),31,62.1,2,0.36,4.6,3,6,12.6,10.3,0.1,2
PERS_4589,Constable,Dense Forest (Bastar),46,35.7,3,0.25,6.0,4,3,32.1,4.3,0.09,1
PERS_4590,Inspector,Dense Forest (Bastar),94,53.3,2,0.06,6.0,3,4,44.6,11.9,0.03,1
PERS_4591,Constable,Peace Station (HQ),11,52.9,3,0.29,4.7,3,5,71.1,9.0,0.11,1
PERS_4592,Head Constable,Border Outpost (Thar),9,58.1,3,0.35,5.1,4,5,55.1,10.7,0.01,2
PERS_4593,Head Constable,High Altitude (Ladakh/Sikkim),92,59.6,1,0.08,5.7,1,6,48.4,11.7,0.05,2
PERS_4594,Head Constable,Border Outpost (Thar),69,68.9,4,0.24,3.8,2,9,42.1,17.1,0.08,2
PERS_4595,Head Constable,High Altitude (Ladakh/Sikkim),57,48.4,4,0.35,5.6,4,4,58.4,9.6,0.06,1
PERS_4596,Constable,Border Outpost (Thar),17,37.4,1,0.52,8.2,5,1,10.1,-1.5,0.03,0
PERS_4597,Head Constable,Counter-Insurgency (J&K),34,59.3,2,0.38,4.5,3,4,49.6,10.9,0.62,1
PERS_4598,Constable,Border Outpost (Thar),50,51.9,3,0.02,5.8,3,5,52.2,10.0,0.12,1
PERS_4599,Head Constable,Peace Station (HQ),31,42.7,3,0.23,7.2,5,2,35.6,7.0,0.07,0
PERS_4600,Constable,High Altitude (Ladakh/Sikkim),6,65.7,0,0.25,6.5,4,3,47.5,5.9,0.15,1
PERS_4601,Head Constable,Dense Forest (Bastar),17,57.2,2,0.43,5.9,5,4,38.5,6.1,0.0,0
PERS_4602,Constable,Peace Station (HQ),17,56.2,4,0.16,3.6,3,5,22.8,10.7,0.09,2
PERS_4603,Constable,High Altitude (Ladakh/Sikkim),26,66.5,1,0.27,6.2,3,4,10.2,9.8,0.09,1
PERS_4604,Constable,High Altitude (Ladakh/Sikkim),28,46.9,3,0.45,6.7,4,4,37.1,8.5,0.01,0
PERS_4605,Constable,Dense Forest (Bastar),35,65.6,2,0.17,5.5,4,4,27.0,12.3,0.08,0
PERS_4606,ASI,Counter-Insurgency (J&K),52,57.4,1,0.28,6.6,4,4,44.0,8.4,0.17,1
PERS_4607,Constable,Peace Station (HQ),17,43.8,0,0.06,7.9,5,1,9.0,0.8,0.08,0
PERS_4608,Sub-Inspector,Dense Forest (Bastar),35,51.4,2,0.33,6.3,4,3,27.0,7.7,0.06,0
PERS_4609,Inspector,Dense Forest (Bastar),34,53.3,1,0.28,6.7,4,4,35.5,4.9,0.05,1
PERS_4610,Head Constable,Counter-Insurgency (J&K),74,66.5,1,0.4,4.5,2,9,32.4,11.0,0.01,2
PERS_4611,Constable,Peace Station (HQ),22,36.7,2,0.37,8.3,5,1,28.8,3.6,0.03,0
PERS_4612,Constable,Dense Forest (Bastar),24,32.9,2,0.42,7.6,5,1,57.9,1.5,0.08,0
PERS_4613,ASI,Counter-Insurgency (J&K),21,42.2,1,0.26,7.5,4,1,67.1,3.1,0.04,0
PERS_4614,Constable,Peace Station (HQ),42,51.5,2,0.28,6.1,4,4,16.7,10.0,0.21,1
PERS_4615,Constable,Border Outpost (Thar),33,58.4,2,0.13,4.3,4,4,30.4,13.8,0.68,1
PERS_4616,Head Constable,High Altitude (Ladakh/Sikkim),65,49.9,1,0.11,5.1,3,4,37.3,9.0,0.64,1
PERS_4617,ASI,Counter-Insurgency (J&K),26,54.8,2,0.46,6.0,4,5,33.3,5.7,0.08,1
PERS_4618,ASI,High Altitude (Ladakh/Sikkim),46,68.6,2,0.36,4.9,2,9,23.5,12.7,0.08,2
PERS_4619,Constable,Border Outpost (Thar),49,35.9,1,0.14,7.8,5,1,13.5,2.2,0.09,0
PERS_4620,Head Constable,Dense Forest (Bastar),25,49.1,3,0.53,5.4,2,6,48.1,7.7,0.01,1
PERS_4621,Constable,Dense Forest (Bastar),24,74.6,2,0.15,4.3,2,5,31.1,11.6,0.1,1
PERS_4622,Constable,Peace Station (HQ),27,43.6,0,0.04,7.1,4,1,30.7,1.3,0.01,0
PERS_4623,Sub-Inspector,Counter-Insurgency (J&K),20,41.8,1,0.3,6.7,4,1,13.0,4.7,0.17,0
PERS_4624,Constable,Counter-Insurgency (J&K),66,59.8,2,0.25,4.8,3,6,64.8,12.2,0.13,1
PERS_4625,Constable,Peace Station (HQ),31,45.8,0,0.35,6.4,4,1,36.1,5.0,0.28,0
PERS_4626,Constable,High Altitude (Ladakh/Sikkim),51,63.9,0,0.34,6.4,3,3,61.6,6.6,0.18,0
PERS_4627,Sub-Inspector,Dense Forest (Bastar),41,76.9,0,0.28,5.7,2,3,17.4,9.7,0.01,1
PERS_4628,ASI,Dense Forest (Bastar),5,49.2,2,0.16,4.3,4,4,48.6,10.8,0.67,0
PERS_4629,Head Constable,Counter-Insurgency (J&K),56,81.0,1,0.12,4.5,1,6,75.1,12.1,0.18,2
PERS_4630,ASI,Counter-Insurgency (J&K),14,44.9,3,0.21,5.7,4,2,21.4,7.2,0.23,1
PERS_4631,Constable,Peace Station (HQ),38,50.1,2,0.25,6.3,4,2,51.9,5.7,0.15,0
PERS_4632,Head Constable,Border Outpost (Thar),82,46.6,2,0.1,6.5,3,4,39.8,7.5,0.06,1
PERS_4633,Constable,High Altitude (Ladakh/Sikkim),54,48.9,2,0.53,6.5,4,5,81.2,5.9,0.07,1
PERS_4634,Constable,Border Outpost (Thar),78,53.4,2,0.24,5.6,3,5,70.5,9.0,0.07,1
PERS_4635,Head Constable,Border Outpost (Thar),77,59.8,2,0.1,5.0,2,6,17.8,12.2,0.0,1
PERS_4636,Sub-Inspector,Counter-Insurgency (J&K),47,40.2,2,0.08,5.6,4,3,34.9,5.3,0.14,1
PERS_4637,Constable,Counter-Insurgency (J&K),33,46.1,1,0.54,6.6,4,2,46.2,5.9,0.11,0
PERS_4638,Constable,Counter-Insurgency (J&K),23,45.4,2,0.13,5.3,4,1,20.3,4.8,0.65,0
PERS_4639,Constable,Border Outpost (Thar),71,64.0,3,0.25,4.3,2,9,21.7,14.2,0.01,2
PERS_4640,Constable,High Altitude (Ladakh/Sikkim),65,55.7,2,0.14,4.8,2,6,80.2,8.1,0.07,1
PERS_4641,Sub-Inspector,Counter-Insurgency (J&K),19,51.1,1,0.31,7.2,5,2,43.8,4.3,0.18,0
PERS_4642,Head Constable,Dense Forest (Bastar),19,50.7,1,0.35,5.6,4,3,42.6,6.6,0.03,0
PERS_4643,Head Constable,High Altitude (Ladakh/Sikkim),34,34.0,2,0.35,6.4,5,1,83.4,5.4,0.28,0
PERS_4644,ASI,Dense Forest (Bastar),1,64.2,1,0.06,5.9,4,2,30.2,7.4,0.01,0
PERS_4645,Constable,High Altitude (Ladakh/Sikkim),12,40.0,4,0.21,6.4,5,3,37.3,6.4,0.14,0
PERS_4646,Head Constable,Counter-Insurgency (J&K),57,62.6,2,0.16,4.8,3,4,43.7,9.7,0.87,1
PERS_4647,Constable,Peace Station (HQ),9,46.6,0,0.16,8.0,5,1,44.5,3.0,0.02,0
PERS_4648,Head Constable,Counter-Insurgency (J&K),50,46.9,0,0.13,6.9,3,1,29.3,6.2,0.05,0
PERS_4649,Inspector,Border Outpost (Thar),30,61.4,1,0.19,6.5,3,2,68.6,5.9,0.02,0
PERS_4650,ASI,Border Outpost (Thar),19,38.0,0,0.37,7.6,5,1,43.3,0.2,0.24,0
PERS_4651,Constable,High Altitude (Ladakh/Sikkim),59,42.8,3,0.17,5.2,4,5,60.1,8.6,0.01,1
PERS_4652,ASI,Border Outpost (Thar),96,59.2,3,0.1,4.5,2,9,20.8,15.7,0.04,2
PERS_4653,Constable,Counter-Insurgency (J&K),23,52.2,4,0.22,4.9,3,5,32.8,11.4,0.02,1
PERS_4654,Constable,Dense Forest (Bastar),81,64.3,2,0.53,5.8,2,9,44.0,10.0,0.22,1
PERS_4655,Constable,Counter-Insurgency (J&K),45,59.7,2,0.37,5.7,4,4,44.4,8.0,0.17,1
PERS_4656,Constable,High Altitude (Ladakh/Sikkim),42,51.5,3,0.12,6.2,4,4,16.6,9.3,0.26,1
PERS_4657,Head Constable,Border Outpost (Thar),92,58.2,4,0.21,4.2,1,9,44.3,13.1,0.12,2
PERS_4658,Head Constable,Dense Forest (Bastar),135,60.0,3,0.61,4.0,1,10,42.8,13.1,0.13,2
PERS_4659,Sub-Inspector,Peace Station (HQ),21,64.3,3,0.2,5.1,2,5,53.6,9.3,0.0,2
PERS_4660,Head Constable,Dense Forest (Bastar),51,43.3,2,0.72,6.7,5,4,13.3,7.6,0.14,1
PERS_4661,Head Constable,Dense Forest (Bastar),47,53.0,0,0.48,6.6,4,4,65.9,4.4,0.01,0
PERS_4662,Constable,Counter-Insurgency (J&K),29,58.6,2,0.1,5.2,3,3,13.4,6.1,0.61,1
PERS_4663,Constable,Peace Station (HQ),33,62.4,2,0.08,5.0,2,5,31.5,8.4,0.16,1
PERS_4664,Head Constable,High Altitude (Ladakh/Sikkim),124,53.7,2,0.28,5.3,2,6,44.4,10.7,0.04,2
PERS_4665,Constable,High Altitude (Ladakh/Sikkim),26,40.9,3,0.31,6.3,5,1,37.8,6.9,0.02,0
PERS_4666,ASI,Dense Forest (Bastar),16,37.2,3,0.2,6.7,5,1,43.9,5.8,0.01,0
PERS_4667,Constable,Dense Forest (Bastar),67,51.3,2,0.37,6.7,3,4,36.5,8.0,0.19,1
PERS_4668,Constable,Border Outpost (Thar),20,52.5,0,0.18,6.8,5,2,52.2,5.8,0.13,0
PERS_4669,Constable,Peace Station (HQ),94,52.7,1,0.15,6.5,2,4,8.4,9.7,0.09,1
PERS_4670,Constable,Dense Forest (Bastar),68,61.8,1,0.1,4.7,2,6,61.6,11.5,0.21,2
PERS_4671,Constable,Border Outpost (Thar),8,48.1,1,0.08,6.6,4,1,32.2,7.0,0.22,0
PERS_4672,Head Constable,Peace Station (HQ),81,62.2,2,0.22,5.6,3,8,48.8,12.3,0.15,2
PERS_4673,Constable,High Altitude (Ladakh/Sikkim),133,62.8,0,0.2,5.6,2,7,23.8,7.0,0.06,2
PERS_4674,Head Constable,Border Outpost (Thar),36,34.7,0,0.68,8.7,5,1,32.1,1.4,0.07,0
PERS_4675,Constable,Peace Station (HQ),8,37.3,2,0.31,6.3,4,2,38.4,4.0,0.09,0
PERS_4676,Constable,Border Outpost (Thar),52,64.8,3,0.21,4.8,3,7,35.1,13.1,0.01,2
PERS_4677,Constable,Dense Forest (Bastar),77,46.3,0,0.38,7.2,3,3,53.4,5.2,0.1,1
PERS_4678,ASI,Counter-Insurgency (J&K),36,60.1,3,0.68,4.4,3,8,16.8,13.2,0.12,2
PERS_4679,Constable,High Altitude (Ladakh/Sikkim),103,59.6,1,0.24,5.8,2,7,20.3,9.2,0.06,2
PERS_4680,ASI,Dense Forest (Bastar),19,40.1,1,0.48,7.1,5,1,28.2,2.6,0.1,0
PERS_4681,Constable,Dense Forest (Bastar),65,62.0,2,0.56,5.3,3,7,49.3,10.5,0.03,2
PERS_4682,ASI,Peace Station (HQ),12,44.4,4,0.44,4.5,4,6,43.8,10.0,0.08,1
PERS_4683,Constable,Border Outpost (Thar),81,57.6,2,0.19,5.8,3,6,30.1,11.7,0.01,1
PERS_4684,Head Constable,High Altitude (Ladakh/Sikkim),20,47.9,2,0.49,6.7,5,3,24.4,4.7,0.0,0
PERS_4685,Head Constable,Dense Forest (Bastar),29,25.0,3,0.49,7.6,5,2,18.0,4.5,0.01,0
PERS_4686,Sub-Inspector,Peace Station (HQ),16,56.3,3,0.09,5.6,3,4,80.6,11.2,0.09,1
PERS_4687,Constable,High Altitude (Ladakh/Sikkim),47,60.4,0,0.2,5.7,3,2,24.9,7.0,0.08,0
PERS_4688,Constable,Border Outpost (Thar),25,45.6,2,0.23,6.7,5,1,13.9,4.8,0.07,0
PERS_4689,Constable,Dense Forest (Bastar),55,59.9,4,0.35,3.6,2,10,37.3,15.4,0.16,2
PERS_4690,ASI,Dense Forest (Bastar),27,42.0,2,0.27,6.4,5,2,16.9,5.3,0.04,0
PERS_4691,Head Constable,Dense Forest (Bastar),41,43.6,3,0.04,5.3,4,3,58.3,6.3,0.66,1
PERS_4692,ASI,High Altitude (Ladakh/Sikkim),15,51.9,2,0.39,6.5,3,3,5.4,6.3,0.06,0
PERS_4693,Constable,High Altitude (Ladakh/Sikkim),37,44.7,1,0.21,6.8,5,3,73.9,2.3,0.05,0
PERS_4694,Constable,High Altitude (Ladakh/Sikkim),52,51.9,2,0.3,4.7,4,5,32.0,8.0,0.02,1
PERS_4695,Constable,High Altitude (Ladakh/Sikkim),12,39.8,2,0.19,6.4,5,1,9.6,6.3,0.11,0
PERS_4696,Inspector,Peace Station (HQ),50,40.2,3,0.31,5.3,5,4,21.8,10.5,0.65,1
PERS_4697,Head Constable,Counter-Insurgency (J&K),115,61.6,4,0.08,4.1,2,9,92.5,15.2,0.01,2
PERS_4698,Sub-Inspector,Peace Station (HQ),106,60.8,3,0.26,4.7,2,7,26.1,13.2,0.19,1
PERS_4699,Constable,Dense Forest (Bastar),12,49.4,4,0.02,5.5,5,3,30.2,10.4,0.12,1
PERS_4700,Head Constable,Peace Station (HQ),73,52.4,1,0.52,6.8,3,4,56.7,9.2,0.0,1
PERS_4701,Head Constable,Border Outpost (Thar),5,41.5,3,0.56,5.2,4,3,53.2,5.3,0.74,1
PERS_4702,Constable,High Altitude (Ladakh/Sikkim),47,41.9,1,0.3,6.8,4,1,35.9,3.4,0.02,1
PERS_4703,ASI,Border Outpost (Thar),38,40.6,1,0.39,6.8,4,2,73.0,5.2,0.01,0
PERS_4704,Sub-Inspector,Border Outpost (Thar),50,47.0,2,0.33,5.4,4,2,34.5,7.1,0.65,1
PERS_4705,Sub-Inspector,Dense Forest (Bastar),57,63.9,2,0.74,5.0,3,9,13.1,10.8,0.13,2
PERS_4706,Head Constable,High Altitude (Ladakh/Sikkim),51,55.4,3,0.5,5.7,3,6,25.0,6.7,0.13,1
PERS_4707,Constable,Border Outpost (Thar),22,53.8,2,0.62,5.1,4,5,14.6,9.3,0.03,1
PERS_4708,Constable,Dense Forest (Bastar),8,36.2,3,0.29,6.9,5,1,84.1,4.1,0.12,0
PERS_4709,Inspector,High Altitude (Ladakh/Sikkim),49,54.8,0,0.57,5.8,4,4,16.5,8.7,0.02,0
PERS_4710,Constable,Counter-Insurgency (J&K),63,57.7,3,0.25,6.0,3,6,56.2,9.7,0.06,1
PERS_4711,Head Constable,Dense Forest (Bastar),24,66.3,2,0.05,5.0,3,5,27.7,12.1,0.02,1
PERS_4712,Head Constable,Peace Station (HQ),38,51.6,2,0.55,5.5,4,6,29.9,8.4,0.06,1
PERS_4713,Head Constable,High Altitude (Ladakh/Sikkim),57,49.8,1,0.12,6.8,3,2,44.5,4.9,0.12,0
PERS_4714,Inspector,Border Outpost (Thar),4,40.7,3,0.32,7.6,5,1,35.4,4.0,0.0,0
PERS_4715,Constable,Border Outpost (Thar),27,51.3,2,0.53,6.7,5,2,23.4,6.3,0.09,0
PERS_4716,Constable,Peace Station (HQ),113,57.4,2,0.26,5.5,2,7,12.0,10.8,0.04,2
PERS_4717,Constable,Peace Station (HQ),39,63.1,2,0.2,6.0,5,6,71.5,10.2,0.1,1
PERS_4718,Constable,Border Outpost (Thar),33,60.3,1,0.16,7.2,3,1,33.9,9.0,0.16,1
PERS_4719,Constable,High Altitude (Ladakh/Sikkim),61,44.1,0,0.38,7.0,4,1,33.6,2.4,0.09,0
PERS_4720,Constable,Dense Forest (Bastar),40,51.8,1,0.49,6.4,4,5,43.5,6.5,0.16,1
PERS_4721,ASI,Peace Station (HQ),70,79.5,3,0.14,3.3,1,10,19.1,16.1,0.1,2
PERS_4722,Sub-Inspector,Peace Station (HQ),12,34.5,2,0.27,6.7,5,1,24.5,2.5,0.01,0
PERS_4723,Constable,Peace Station (HQ),20,48.1,3,0.32,5.5,4,4,29.6,9.3,0.08,1
PERS_4724,Constable,Counter-Insurgency (J&K),92,64.7,2,0.49,4.9,3,8,17.4,14.0,0.0,2
PERS_4725,Sub-Inspector,High Altitude (Ladakh/Sikkim),31,48.7,4,0.2,5.9,3,6,23.0,7.9,0.09,1
PERS_4726,Constable,High Altitude (Ladakh/Sikkim),24,47.2,1,0.25,5.5,3,3,65.7,6.1,0.2,1
PERS_4727,Constable,High Altitude (Ladakh/Sikkim),31,46.4,0,0.4,7.1,4,1,15.8,2.8,0.07,0
PERS_4728,Constable,High Altitude (Ladakh/Sikkim),29,40.3,3,0.1,6.1,4,3,45.6,5.4,0.2,0
PERS_4729,Head Constable,High Altitude (Ladakh/Sikkim),79,54.2,2,0.18,5.5,2,5,37.0,10.5,0.22,1
PERS_4730,Constable,Border Outpost (Thar),21,60.4,2,0.41,5.9,4,6,19.0,10.0,0.03,1
PERS_4731,Inspector,Peace Station (HQ),39,39.2,1,0.4,7.6,5,1,47.0,4.9,0.15,0
PERS_4732,Constable,Border Outpost (Thar),85,59.2,1,0.58,5.9,3,6,27.5,11.4,0.0,2
PERS_4733,Head Constable,Counter-Insurgency (J&K),31,61.9,2,0.13,5.5,3,5,62.5,11.1,0.14,1
PERS_4734,Constable,Dense Forest (Bastar),80,55.8,2,0.08,5.6,3,5,30.7,8.7,0.09,1
PERS_4735,Head Constable,Peace Station (HQ),27,46.5,2,0.03,6.6,4,1,31.8,8.8,0.05,0
PERS_4736,Head Constable,Counter-Insurgency (J&K),86,63.3,2,0.17,6.1,2,5,21.0,9.4,0.23,1
PERS_4737,ASI,Border Outpost (Thar),41,43.1,2,0.69,7.1,5,3,58.9,6.7,0.16,1
PERS_4738,ASI,Dense Forest (Bastar),27,54.9,0,0.47,7.9,5,2,13.9,4.7,0.07,0
PERS_4739,Head Constable,Counter-Insurgency (J&K),53,51.6,2,0.44,6.4,4,4,22.9,9.6,0.05,1
PERS_4740,Sub-Inspector,Dense Forest (Bastar),7,49.3,2,0.15,4.9,4,3,27.3,9.1,0.67,1
PERS_4741,ASI,Counter-Insurgency (J&K),163,81.1,0,0.46,5.4,1,9,23.2,13.5,0.01,2
PERS_4742,ASI,Border Outpost (Thar),46,64.2,1,0.17,5.2,2,4,24.8,10.0,0.65,1
PERS_4743,Constable,Dense Forest (Bastar),63,69.1,0,0.17,6.5,3,4,33.2,8.4,0.13,1
PERS_4744,Constable,Counter-Insurgency (J&K),11,40.9,5,0.27,5.0,4,5,59.2,6.3,0.0,1
PERS_4745,Constable,Border Outpost (Thar),103,48.1,2,0.38,5.3,3,6,7.4,8.4,0.01,1
PERS_4746,Head Constable,Peace Station (HQ),31,55.8,2,0.6,5.9,3,5,44.0,7.5,0.11,1
PERS_4747,Constable,Border Outpost (Thar),17,52.9,2,0.13,5.7,3,3,20.3,9.4,0.14,1
PERS_4748,Constable,Border Outpost (Thar),82,36.4,4,0.21,6.2,4,5,19.1,8.3,0.2,1
PERS_4749,Sub-Inspector,Peace Station (HQ),17,53.1,2,0.09,6.0,4,4,16.9,9.5,0.09,0
PERS_4750,Sub-Inspector,Border Outpost (Thar),40,72.5,1,0.31,5.3,3,4,58.1,12.4,0.8,1
PERS_4751,Sub-Inspector,Peace Station (HQ),40,71.0,2,0.62,5.0,2,6,62.7,12.5,0.1,2
PERS_4752,Constable,Peace Station (HQ),89,49.9,3,0.27,6.1,4,7,22.5,9.2,0.27,1
PERS_4753,Head Constable,Peace Station (HQ),85,63.6,1,0.31,5.7,3,6,37.3,9.8,0.1,1
PERS_4754,Constable,Counter-Insurgency (J&K),45,43.6,1,0.45,6.8,4,3,46.5,3.8,0.13,0
PERS_4755,Constable,Dense Forest (Bastar),41,51.1,4,0.04,4.9,4,5,42.0,12.8,0.07,1
PERS_4756,Constable,Counter-Insurgency (J&K),18,41.6,3,0.35,5.8,4,4,32.8,5.2,0.08,0
PERS_4757,Constable,Peace Station (HQ),46,40.9,3,0.06,5.9,5,4,21.5,6.9,0.16,0
PERS_4758,Constable,Dense Forest (Bastar),141,70.9,1,0.26,5.7,2,10,12.0,13.0,0.04,2
PERS_4759,ASI,Dense Forest (Bastar),34,54.3,1,0.57,7.0,4,3,85.2,9.5,0.19,1
PERS_4760,Constable,Peace Station (HQ),15,53.9,2,0.05,6.2,4,2,24.1,9.0,0.1,0
PERS_4761,Head Constable,Dense Forest (Bastar),11,55.4,3,0.11,5.4,3,3,49.2,8.9,0.65,1
PERS_4762,Head Constable,Dense Forest (Bastar),19,51.9,2,0.14,5.9,5,2,44.1,6.1,0.05,0
PERS_4763,Constable,Counter-Insurgency (J&K),5,38.1,3,0.29,6.4,4,2,7.7,3.8,0.0,0
PERS_4764,Head Constable,Dense Forest (Bastar),103,60.4,3,0.57,5.1,1,8,23.7,14.8,0.15,2
PERS_4765,Constable,Peace Station (HQ),150,60.8,3,0.32,4.5,1,10,51.3,14.1,0.06,2
PERS_4766,Head Constable,High Altitude (Ladakh/Sikkim),40,50.1,1,0.49,6.0,4,4,18.9,5.9,0.01,1
PERS_4767,Constable,High Altitude (Ladakh/Sikkim),59,44.5,1,0.03,6.8,3,3,16.2,6.3,0.05,0
PERS_4768,Constable,High Altitude (Ladakh/Sikkim),58,38.7,1,0.6,6.6,4,2,15.7,4.3,0.0,0
PERS_4769,Constable,Peace Station (HQ),46,46.9,1,0.24,6.2,4,3,49.9,4.8,0.05,0
PERS_4770,Head Constable,High Altitude (Ladakh/Sikkim),18,55.3,1,0.26,5.7,5,2,34.8,7.2,0.05,0
PERS_4771,Sub-Inspector,Counter-Insurgency (J&K),46,51.9,2,0.3,6.6,4,2,33.1,8.8,0.06,1
PERS_4772,Constable,Peace Station (HQ),46,70.4,0,0.19,6.6,3,3,22.3,7.3,0.14,1
PERS_4773,Head Constable,Peace Station (HQ),27,50.0,2,0.44,6.0,5,4,15.0,6.1,0.04,1
PERS_4774,Head Constable,Peace Station (HQ),57,55.6,3,0.47,5.3,3,7,17.7,12.6,0.13,2
PERS_4775,Sub-Inspector,Dense Forest (Bastar),28,51.0,0,0.39,7.3,4,1,25.5,4.1,0.11,0
PERS_4776,ASI,Dense Forest (Bastar),70,44.4,0,0.33,6.7,4,2,19.6,3.4,0.13,0
PERS_4777,Head Constable,Dense Forest (Bastar),47,52.5,1,0.23,6.4,3,4,54.1,5.4,0.09,1
PERS_4778,Head Constable,Border Outpost (Thar),57,43.0,1,0.1,8.1,5,2,33.2,5.7,0.12,0
PERS_4779,Sub-Inspector,Counter-Insurgency (J&K),28,50.1,2,0.22,6.0,5,3,29.6,6.2,0.03,1
PERS_4780,Constable,Peace Station (HQ),76,38.0,2,0.24,6.7,4,3,46.2,7.4,0.01,1
PERS_4781,Constable,Peace Station (HQ),27,50.0,2,0.43,6.0,4,4,25.5,7.8,0.03,0
